text,label
Pogrzeb wojskowy zbrodniarza stalinowskiego to hańba dla Polski,negative
"w : mam doskonałe relacje #Kaczyński.m Jestem osobą samodzielną, ale będę się radzić. Dobrych rad nigdy za wiele",positive
Ostatni dzień na załatwienie sprawy!,neutral
"To co dzieje się w Sejmie skłania do stwierdzenia, że ""opozycja gada, gada, gada a śnieg pada, pada, pada"".",negative
Skarbnik jest powoływany przez radę na wniosek starosty. Stanowisko z nadania polit. jak minister czy wice. Ta skarbnik regularnie polemizuje z radnymi i pisze na nich nie polityk? Ponad 50 tys. nagrody w jednym z ponad 300 powiatów to mało? #hipokryzjaPO,negative
✔️Projekt gotowy! 👉 Dotrzymuję słowa. 18 maja 2019 r. podczas spotkania z emerytowanymi górnikami w Wałbrzychu obiecałam przygotować nowelizację ustawy z dnia 17 grudnia 1998 r. o emeryturach i rentach z Funduszu Ubezpieczeń Społecznych. #sejmrp #nowelizacja #emeryci #górnicy,positive
Wszystkich??? Ja tylko kobiety...,ambiguous
Tak cieszyliśmy się w Gdańsku. Dziękujemy 🇵🇱❤️🇪🇺,positive
Szanowny Kolego Senatorze. To ja serdecznie dziękuje za przyjęcie zaproszenia:),positive
Super :) Bóg nad nami czuwa,positive
"Pierwsza decyzja nowego Prezydenta to odebranie przysięgi przez prawidłowo wybranych sędziów Trybunału Konstytucyjne go. A wszyscy politycy, którzy złamali prawo muszą trafić przed Trybunał Stanu.",negative
#nohurtfeelings tylko takie zestawienie prezentuje się dosyc..hm..zabawnie. Aleksandra G. majątku X z 15 letnim garbusem :),ambiguous
O zaostrzeniu Kodeksu Karnego w zakresie przestępstw przeciwko małoletnim w Senacie RP.,neutral
"Piotruś, prawda jest taka, że pisze się ""pomnażamy""",negative
Aktualny raport o stanie sytuacji epidemiologicznej w województwie śląskim - wg komunikatów WSSE Katowice #koronawirus #covid19 #ŚLĄSKIE,neutral
Już po pierwszym wywiadzie dla #jedynka #lista #wybory2019 #MyślacPolska,neutral
Czy zna Pan w hist EWG/WE/UE przyp aby obyw państwa kandyd na ważne stanow wbrew swemu rządowi O wybraniu go przez inne pc nie wspominając?,negative
"W naszym interesie jest jak najszybciej zagwarantować stabilność ośrodków władzy, zwłaszcza urzędu prezydenta.",neutral
"A więc jednak Francja. Dzielna Chorwacja zrobiła co mogła, ale nawet największe zaangażowanie nie wystarczyło.",positive
nie ma ich tak dużo.Za to b.duzo jest nowozarejestrowanych aut w Koszalinie.Obecnie łącznie ok. 70tys na 104tys miesz,neutral
#Kidawa2020 #PrawdziwaPrezydent,positive
👏👍✌️,positive
"W retoryce dotyczącej wynagradzania ludzi za pracę w budżetówce, PO i Nowoczesna niebezpiecznie zbliżają się do standardów w Korei Północnej. Czas przerwać to psucie państwa.",negative
"Pani Premier ma dla Państwa bardzo ważne przesłanie i wskazówki na ostatni tydzień kampanii wyborczej 🙂 Zachęcam do oglądania 👀 i udostępniania 📤 Pamiętajmy, że to ważny i #DobryCzasPL 🇵🇱 i #JedziemyDalej ✌🏻✌🏻✌🏻",positive
a jest z czego kapać :),ambiguous
"Tak,ale bez przesady: nowelizacja budżetu z nierealnymi dochodami to jednak minus",neutral
"Prezes Jarosław Kaczyński , Rada Polityczna Prawa i Sprawiedliwości przez aklamację poparła kandydaturę Andrzeja Dudy na Prezydenta RP.",neutral
Pociągi prędko nie pojadą,negative
Brawo on i oni! Teraz powinien pozwolić na własnych działkach hodować własną marihuanę lub krasnodrzew pospolity(koka),positive
❗Znamy już oficjalne wyniki wyborów - przez najbliższe pięć lat będę reprezentować Polskę 🇵🇱 i Śląsk 💛💙 w #ParlamencieEuropejskim 🇪🇺 ❤ Serdecznie dziękuję za wszystkie oddane na mnie glosy 🗳,positive
"Nie tylko przed wyborami ""trzeba łączyć a nie dzielić"". Tak łatwo o tym zapomnieć? #wybory2015 #Poznan",negative
Najwyższa Izba Kontroli o wypłatach bezpośrednich dla rolników,neutral
"Gratuluję Pani Oldze Tokarczuk nagrody Nobla 2018. To powód do dumy i radości dla nas wszystkich. Mam nadzieję, że wkrótce będę mógł osobiście wyrazić swój podziw i uznanie dla wielkiej polskiej pisarki",positive
"Jaki prezydent, taka decyzja. Bez odwagi i bez charakteru. Prezydent Duda musi w dodatku posiłkować się innymi przy konferencji o swojej decyzji. Musi czekać do ostatniej chwili. A jego nieskładne wywody pokazują poniżenie i całkowitą kapitulację wobec PiS. Żenujące.",negative
Jesteśmy najwięksi w regionie!,positive
zawsze super! W polityce i w rodzinie💪 czy w kratkę czy w paski czy też smooth!,positive
Kampania Koalicji Europejskiej w Małopolsce ruszyła! #KoalicjaEuropejska #WielkiWybór,positive
"ABC – arogancja, buta, chamstwo | En passant",negative
"skończyliśmy dyskusję nad ubekami, zastanawialiśmy się nad życiorysem sen. Rulewskiego, ""strajkujący z PO"" sobie poszli, spokój",negative
Tak,neutral
"2️⃣7️⃣ kwietnia w Hali Globus po raz pierwszy w historii Lublina i województwa odbędzie się gala KSW❗️ W Lublinie gościł Martin Lewandowski, współwłaściciel KSW, z którym miałem okazję się spotkać. Gala KSW 48 odbędzie się przy wsparciu Województwa Lubelskiego.",positive
Dobrze było Was spotkać na #Woodstock2017. Cieszcie się wolnością i bawcie się #najlepiej 😉,positive
"Marek Zagórski ""jedynką"" z list Zjednoczonej Prawicy w okręgu 18. #konwencjaPiS",neutral
"Panie Rafale, jakieś szczegóły znane tego wyroku z obligacjami Argentyny? Link?",neutral
"Protestuję i zapowiadam: Wy, którzy dzisiaj oskarżacie bez dowodów staniecie na wokandzie. Zapraszam do dyskusji na ten temat dzisiaj o godz. 20.30 na moim profilu na Facebooku - Jerzy Wcisła - Senator RP. #MuremzaGrodzkim #wolnesądy",negative
"wraz z całą drużyną i koordynatorem krajowym i wszystkimi,którzy będą chcieli zatrzymać PIS",negative
"Tutaj chodzi o życie Polaków🇵🇱 Stan epidemii to nie czas na politykę, tylko na zapewnienie Polakom bezpieczeństwa. Dlatego mówimy dziś jasno: Przełóżmy wybory prezydenckie!",negative
"Jest jeszcze , gdzie w 2016 r. zostanie oddany do użytku nowowybudowany pałac sprawiedliwości",neutral
Protestujmy i pokażmy nasz sprzeciw ❗ #LegalnaAborcja #RatujmyKobiety #nieskladamyparasolek,positive
"Tworzenie prawa ""od kuchni"" #Łódź",neutral
Tak. Pomyłka ... wyborcza #hipokryzjaPiS,negative
"📌Jubileusz 80-lecia szkoły Zespół Szkół Drogowo-Geodezyjnych i Licealnych im. Augusta Witkowskiego 📌 To szkoła z historią i tradycją, której jestem absolwentem 👨‍🎓 ▶️",positive
"Potrzebna jest zmiana polityki Polski w Europie .Polecam mój tekst ""Interes zamiast "" ideologii . Dzisiejsze wydanie Rzeczpospolitej.",positive
"Gdy ludzie będą wiedzieć że autobusem dotrą w kilka czy kilkanaście minut a autem w godzinę to się przesiądą do komunikacji publicznej i wtedy dwa pasy wystarczą. Ale proszę zwrócić uwagę że na dużej długości ulicy są drogi techniczne - kier Katowice ,- czy dodatkowe pasy.",neutral
Tym razem nie głosujemy na Dudę 😉,positive
"Jeśli Pan myśli, że odpuszczenie ulicy spowoduje, że będziemy w XXI albo i w XXII wieku to jest Pan w błędzie. Są dzielnice w Europie zachodniej, które nie chcą się dopasować do Pana nowoczesnego spojrzenia.",negative
Katowice. Teraz. Tadeusz Kościuszko niezmiennie po właściwej stronie,neutral
"W łódzkim jeszcze większa radość, ponieważ zeszłoroczny program #invitro samorządu województwa przyniósł 12 ciąż 😀",positive
"Uroczyste wykonanie „Ody do radości”, czyli hymnu Unii Europejskiej w z okazji 60. rocznicy podpisania traktatów rzymskich",positive
po pis zjednoczona lewica naprawiają Polskę z dnia na dzień.Boję się że jutro obudzimy się w raju,negative
Wcześniej #rak #krab Huty Stalowa Wola podziwiał Prezydent RP #MSPO2016 #wojsko #duma,positive
tańsze bilety ? Jestem ciekaw ..... #Unia #Leszno,ambiguous
❗Kolejny dowód na opieszałość rządu PiS przy budowie strategicznych dróg na Podlasiu. ❗ Tym razem przesunięte terminy w przetargach na dwa ostatnie odcinki Via Baltica!,negative
"Robimy swoje:) Nowy, przepiękny, bardzo łódzki biurowiec firmy otwarty. Nowe miejsca pracy w #lodz i świetna architektura",positive
Amen.,ambiguous
"Latem rzeczywiście mieliśmy spadek liczby zachorowań. Obarczanie kogokolwiek winą za to, że teraz jest ich więcej to cyniczna manipulacja!!",negative
Usunięto tablicę upamiętniającą śp Sebastiana Karpiniuka - to czyn niegodny i haniebny. Ci ludzie nie szanują zmarłych ani nawet wspomnień o nich. Proszę zerknąć na zdjęcie - w tle jest godło ale jeśli spojrzeć inaczej to czyjaś twarz - Chrystusa?!,negative
W dniu dzisiejszym #AnnaFotyga miała przyjemność wręczać nagrody podczas XX Regionalnej Wystawy Zwierząt Hodowlanych w Starym Polu (Żuławskie Targi Rolne). #TargiRolne,positive
Ale może dopilnuje. 🤔,ambiguous
🛡#TarczaSprawiedliwosci,positive
"dość dyktatury PiSu, kleru, mężczyzn i kobiet rownież takich jak Pani premier, poseł Pawłowicz, Joanna Banasik.",negative
"To będzie prawdziwe starcie z Prawicą. Oglądamy, kibicujemy, trzymamy kciuki za 🙂 #Biedron2020 • #DebataPrezydencka • #NicBezWas",positive
"Ziobro i Gowin podpisują akt bezwarunkowej kapitulacji bo przecież w PKW jest zarejestrowany tylko PiS,komitetu Zjednoczonej Prawicy niema!",negative
Kto rano wstaje .... 😉,positive
W poniedziałek - 25 września - zapraszam na mój ➡ dyżur poselski w Wierzchosławicach. Od 🕓16.00 czekam na Państwa w Urzędzie Gminy,positive
#WodzisławŚląski trwa 4ty zespół d/s parku miejskiego z udziałem młodych architektów i przedstawicielami zespołu TABU.,neutral
To lecimy dalej z naszym programem! Ponizej zarzuty na moje pomysly i odpowiedzi.,positive
- Szczepański: wysłać strażaków do Australii,ambiguous
"Prosto z Mysłowic przyjechałam do Tych, w których wraz z moimi przyjaciółmi kwestuję na rzecz #WOŚP 🙂 Przypominam również, że Tychach w moim biurze senatorskim funkcjonuje ogrzewalnia dla wszystkich wolontariuszy i wolontariuszek - ul. Grota-Roweckiego 42-44 🙂",positive
"""Orzeł Biały - Nasza Duma"" - podumowanie etapu okręgowego",neutral
Może jednak świątecznie ? #SwietoNiepodleglosci,neutral
Ma Pan jakieś konkretne propozycje?,neutral
nie narzekac bo pol Polski by sie zamienilo :0,ambiguous
Panie Pośle nasza wspólna praca w Podkomisji Sejmowej nie pójdzie na marne. Cały Senat przegłosuje Naszą bardzo potrzbną Ustawę,positive
"Trzaskamy w niedzielę! Proszę Was o głos na demokratyczną Polskę! Na Polskę otwartą, tolerancyjną i dla wszystkich. Na Polskę, której prezydent zna problemy Osób z Niepełnosprawnościami i wie, jak je rozwiązywać. Proszę o głos na Rafała Trzaskowskiego!",positive
"Prof. Bartoszewski: Wierzę w rozsądek i patriotyzm Polaków, w Polskę, w mój naród. Dobrze, że mamy takiego Prezydenta #popieramKomorowskiego",positive
Dxiękuję Kochani ❤️❤️to był cudowny czas👍,positive
🖤10. rocznica katastrofy smoleńskiej. Pamiętajmy🇵🇱 ✔️Wystąpienia sejmowe śp. Prezydenta RP oraz posłów - ofiar tragedii z 10 kwietnia 2010 roku:,positive
"Z całego serca dziękuję za miłe spotkanie. Jestem zaszczycony, że mogłem poznać JE Ks. Bp. Wiesława Meringa. Jestem wdzięczny za poświęcony czas i wskazania duszpasterskie.",positive
Zapraszam do głosowania na Będzin,positive
"Pierwszy dzień kampanii wyborczej Prezydenta . Zaczynamy w Lubartowie na Lubelszczyźnie. Cała naprzód, po zwycięstwo dla Polski! #Duda2020 #WyboryPrezydenckie2020",positive
"#debataPE Roberta Metsola, EPP: Nie jesteśmy tu po to, aby atakować Polskę. Polska musi znajdować się w samym sercu naszej Unii, ale aby to uczynić, musi szanować rządy prawa. #wolnesądy",neutral
"Nigdy nie określałem się jako wolnościowiec, uważam że wolność to niezwykle głębokie określenie, które jako dar Pana Boga wyróżnia człowieka",neutral
Dzisiaj 28 finał Wielkiej Orkiestry Świątecznej Pomocy. Jak co roku gramy razem. Wspieram i wszystkich do tego zachęcam. #WOŚP #WielkaOrkiestraŚwiątecznejPomocy,positive
Zapraszamy do Szczecina,positive
"PiS połknął język ws SN i bije rekordy w sprincie legislacyjnym, Bank Światowy podtapia Glapińskiego, a Śląsk tonie w Kałuży. To chyba tyle na dzisiaj.",negative
"15 października, poniedziałek, godz. 10.00 W Raszkowskiej Bibliotece Publicznej odbyło się spotkanie Wiceministra Rodziny, Pracy i Polityki Społecznej, Bartosza Marczuka, z pracownikami...",neutral
Powrót do przeszłości niszczy dorobek polskiego samorządu.,negative
jak już nie ma argumentów to winni komuniści i złodzieje! Pewnie będziemy to jeszcze wielokrotnie słyszeli!,negative
Babalski Zbigniew - poseł na Sejm RP: Dzień Kobiet,neutral
Premier jest już w #Pszczyna #DotrzymujemySłowa,positive
tu jest z tysiąc warszawiaków:) nie wyglądają zeby im ktoś płacił za samoloty:),positive
". Dyskusja nad finans.ochrony prowadz.w gronie eksperckim,a nie polit. Tam wkradają się emocje, czasami nienajlepsze. Patrząc na budżet nie ma takiego sektora, który rósłby tak szybko jak ochrona zdr. To pokazuje priorytety",positive
Do Polski na staż parlamentarny,neutral
Dziękuję za zaproszenie i organizację mojej wizyty w Brzegu,positive
Zapraszam!,positive
#MeczGwiazd,neutral
"Chcemy, żeby na Śląsku i w Zagłębiu powstało w niedługim czasie metro naziemne. Dziś w Katowicach przedstawiliśmy z oraz projekt zmian w przepisach.🇵🇱",neutral
#expose: Będziemy realizować program gabinetów stomatologicznych i lekarskich w szkołach.,neutral
Niestety moja przerwa w #Woronicza17 będzie dłuższa niż by się mogło wydawać jeszcze niedawno 🙂 Nie będzie mnie w TVP w najbliższą niedzielę.,negative
👉🏻 Zaczynamy wizytę w Łodzi! W obliczu obecnej sytuacji nie mogliśmy nie odwiedzić 👩🏼‍⚕️Okręgowej Izby Pielęgniarek i Położnych. ❤️ Bardzo dziękujemy za Waszą pracę i zaproszenie! 👏🏻 #BrawaDlaMedyków,positive
"A jeszcze wcześniej był pewnie baner Pani Marszałek Kidawy Błońskiej😀 Ale na nic to wszystko, wygra !",positive
"Oj, jakie śmieszne. Pasujące do ""obiektywnego"" dziennikarz",negative
"Marcelo, kiedyś Wisła Kraków, wprowadza Lyon do 1/2 😃. A ten fruwający✈ w bramce to Lopes. Co za Gość😁.",positive
"Dzisiejszy dzień zaczynamy mszą świętą i podziękowaniami dla marynarzy rzecznych, którzy 3 lipca obchodzili swoje święto. #Wrocław",positive
"Dziś o 19:05 zapraszam do (101,6FM) Dobra rozmowa o z Radną Teresą Starmach i redaktorem",positive
"📖📚Czytać trzeba, ale przed 🎥kamerami nie zawsze jest to łatwe😃. Zobaczcie Sami👍.",neutral
Podłość #TVPiS nie zna granic. jak Pan może?,negative
Nie wyszedł mu LiD i to przedsięwzięcie mu nie wyjdzie... Bo najważniejsze ze sceny zejść niepokonanym Panie Prezydencie...,negative
"podobno tych wszystkich miłych, kulturalnych i rozumnych ludzi zamienia w potwory Sauron - Jarosław Kaczyński",negative
Wizyta w Jadowie #jadow,neutral
"Pazerność i jego akolitów poraża!: ""często chorowałem - mogę być dyrektorem szpitala, byłam w Warszawie - mogę być premierem (), byłem w Brukseli - mogę być posłem do (). Obiecuję, że to ukrócimy!",negative
#KupujŚwiadomie #Produktpolski,neutral
Kowal: Polska powinna mieć rząd wielkiej koalicji,positive
"Dziś jako cały Sejm potrzebujemy ambicji i odwagi, aby wprost powiedzieć, że Polska jest w stanie kryzysu klimatycznego. Potrzebujemy tej odwagi, aby odejść od spalania paliw kopalnych, aby tworzyć nowe zielone miejsca pracy. Ta uchwała może być pierwszym krokiem w tym kierunku.",positive
To już oficjalne!,positive
Ponad prawem i wymiarem sprawiedliwości - działań c.d. Kancelaria #premier.a odmówiła publikacji wyroku #TK z 3 grudnia w DzU.,negative
A teraz sobie wyobraźcie Pana Przewodniczącego Schetynę który dokonuje interesującej i błyskotliwej wykładni prawa konstytucyjnego 😂😂😂,negative
Z Przewodniczącym Rady Europejskiej 😊 Miłego dnia 😊,positive
15.00 w Superstacji.,neutral
"W związku z czerwonym alertem pogodowym zdecydowałem, aby żołnierze WOT pozostali w stałej gotowości do udzielania pomocy mieszkańcom. z 11 brygad są gotowi do natychmiastowego działania.",neutral
Motocykliści nie zawiedli‼️ Przybyli na swych maszynach na granicę by wesprzeć naszych sąsiadów z Białorusi‼️ #SolidarnizBialorusia #Belarus #Bialorus #Podlaskie,positive
Zapraszam do słuchania ➡️,positive
bardzo dziękuje.,positive
"Bo byliśmy w głębokim kryzysie. Dbaliśmy by nie doprowadzić do sytuacji jak w Grecji, Portugalii czy Irlandii. Proszę o tym nie zapominać. A prace nad wsparciem potrzebujących przygotowaliśmy. Nie bylo nam dane ich wdrożyć. Może dobrze, może źle. Dzisiaj tego nie ocenimy",neutral
Za chwile na rozpoczyna sie panel z moim udziałem oraz serdecznie zapraszamy!,positive
Dziękuję 🌷 słonecznego dnia!,positive
Oto skutki podsycania nienawiści. #FinałKampanii #wyPAD2020,negative
Zapraszam do polubienia mojego fanpagea na Facebooku,positive
dzięki pani poseł:) #viscacatalunya,positive
"Raz dwa trzy? :) ech, wakacje...",positive
#Włodek Pawlik Trio koncertuje za chwilę w Zakopanem. #Wiosna Jazzowa uczyniła z Podhala stolicę muzyczną Polski. Spotykamy się w Sokole,neutral
"Dziś byłem gościem Redaktora Krzysztofa Świątka w 07.06.2017, 18:00 - TVP INFO przez",neutral
Zapraszamy do śledzenia transmisji na #Duda2020 #Chęciny,positive
W Konstytucji jest zapisany trójpodział władzy. Dzisiaj- mit! Łamiąc Konstytucję władzę skupiono w pozakonstytucyjnym ośrodku- siedziba PiS.,negative
Stało się❗️Ustawa podwyżkowa odrzucona przez Senat❗️,ambiguous
"🔴 #WAŻNE❗Są propozycje konkretnej pomocy dla przedsiębiorców, służby zdrowia i rodzin wobec #koronawirus. Przygotował je Senat. Apeluję o to, aby rząd bezzwłocznie z nich skorzystał. #naszsenator #wcislawsenacie",positive
Coś taka szczupła ta choinka 😀 a przecież nasza Polska chyba taka nie jest 😀,ambiguous
"Świat polityki dostarcza nam dużo emocji, czasem chyba za dużo. Pamiętajcie, życie jest za krótkie na kłótnie, bądźmy dla siebie dobrzy i życzliwi.",positive
Piękne! Wspaniały młody Polak!,positive
Czyżby tylko prokurator nie wiedział o co chodzi? Proponuję nową linię obrony. Zegarek Nowaka nie chodzi!,ambiguous
O finansowaniu kampanii wyborczych.,neutral
#ParadaRówności,neutral
Zapraszam na Wojewódzkie Obchody Rocznicy Uchwalenia Konstytucji 3 Maja oraz Dnia Flagi Rzeczypospolitej Polskiej. #DzieńFlagi #Wiwat3Maj,positive
Przetargi zostaną napewno przygotowane rzetelnie a pózniej będziemy nadzorować wykonawców i odbioru prac.,positive
"Duda dowcipnie na koniec: ""ja swoje zobowiązania poważnie traktuję"" 🤣🤣🤣 #debataprezydencka #debataTVP #Trzaskowski2020 #SilnyPrezydent",negative
"Pomijając fakt, iż żeby zweryfikować rozbrojenie YPG to Turcy musieliby sami tam zbrojnie wejść. Jeszcze ciekawiej się zrobi jak SAA zastosuje manewr z pierwszej fazy tureckiej operacji pod Al-Bab i po prostu ubierze lokasów - YPG w swoje-czy tam ""zaprzyjaźnione"" mundury :)",ambiguous
I kto mi podskoczy 😂😂😂😂😂😂😂😂😂,positive
Zapraszam jutro o 7:15 do i o 8:18 do ✌🏼 #MaciejewskaWMediach #MedialnyPoranek,positive
Uroczysta Inauguracja Roku Akademickiego i oficjalne otwarcie zmodernizowanego budynku fizjoterapii AWF w Gorzowie:),positive
Bardzo piękne 😀Gratulacje 😀😀😀,positive
"Za chwilę podsumowanie B. Szydło... czego możemy się spodziewać? ""Godne życie"", ""bezpieczeństwo"", ""wczoraj Pani Janka pytała mnie""...",ambiguous
No nie! Po wypowiedzi RS wygłosił Pan laudację i wręczył upominek- i kto tu jest hipokrytą?,negative
"Gratulacje Radomsko to się nazywa ""Dobra Zmiana""!!!!!",positive
"Dziś o 9:00 zapraszamy do słuchania w , jutro - w",positive
A gdzie był ten koncert?I jak następca JM?Bo #Adam Lambert starał sie ale to jednak nie Freddie..ale koncert #Queen wart był lasy,positive
"W Warszawie łączna długość tras rowerowych to 412,5 km. I'm lovin it!",positive
"Musimy wybrać te wybory dla Polski,dla Eurpy",positive
Ślubuję! Tak mi dopomóż Bóg!,positive
"Pan Prezydent Andrzej Duda jest zawsze z Polakami, zawsze blisko ludzi",positive
"Nasz minister kultury na pytanie, co urzekło go w kulturze w ostatnim czasie odpowiedział:",neutral
Brudzio niepijący jest?,ambiguous
W tę niedzielę mamy święto demokracji! Proszę o głos dla Pana Prezydenta Ważne abyśmy się nie cofnęli o te pięć lat. Tylko Prezydent Duda jest gwarantem silnej i bezpiecznej Polski. To prawdziwy Patriota i Mąż Stanu. #Duda1tura #PrezydentPolskichSpraw #DUDA2020,positive
"Wbrew temu, co wojewoda lubelski mówi, marsze równości nie służą epatowaniu seksualnością. Ich celem jest pokazanie, że mniejszości mają swoje prawa - prawa człowieka - które w PL nie są realizowane. Chcą pokazać większości, że prawo ma luki. // więcej ➡️",neutral
Ogólnopolski Dzień Sołtysa #PlandlaWsi via,neutral
"Dywersyfikacja ma sens, nie będziemy już płacić za gaz najwięcej w całej Unii Europejskiej !",positive
Ale to nie Twoja sprawa idioto. Możesz sobie na TT pisać co Ci się podoba i myśleć co chcesz. Ale to nie Twoja sprawa,negative
W drodze do Szepietowa. Bedziemy oceniać😀,ambiguous
"Prawo contra Ziobro 1:0, sprawiedliwość contra Ziobro 1:0",positive
"Razem z mieszkańcami przygotowujemy prezent dla Kamila Glika. Zapraszamy do UM wszystkich, którzy chcą się podpisać.",positive
A jest po co?,negative
"Właśnie przegłosowaliśmy poprawkę do budżetu Parlamentu Europejskiego na komisji #FEMM. Dbamy o zdrowie Polaków razem z i zwiększenie środków na profilaktykę, leczenie i diagnostykę nowotworów.",positive
"To jednak kompromitujące dla powagi urzędu Prezydenta RP. Wiem, że nie dla A. Dudy, który jak kelner podpisywał dokumenty w gabinecie owalnym przy D. Trumpie. On już tak ma 🤦‍♂️ Zdjęcie pożyczone z tt",negative
"18 października, czwartek W Zespole Szkół w Marchwaczu, w Gminie Szczytniki, brałem udział w Gminnych Obchodach 100. Rocznicy Odzyskania przez Polskę Niepodległości i Powstania Wielkopolskiego. Obecni byli...",neutral
"A mimo to, miał dobry wynik w I turze w Nowej Hucie. Mam nadzieję, że mieszkańcy tej wspaniałej dzielnicy śledzą mój program i nie popełnią tego błędu w drugiej turze.",positive
.,ambiguous
O 12:30 w Sejmie przy stolikach prasowych rozpoczynamy wspólną konferencję wraz z #przedsiębiorstwa,neutral
Nawiazuje Pan so omamow P.Guziala?:-) moze nie zebral tych podpisow referendalnych i szykuje alibi,ambiguous
W obchodziliśmy dziś po raz pierwszy Dzień Składania Życzeń🎄🎄🎄,positive
#PE Bruksela. Otwieram konferencję EPL na temat prześladowania Chrześcijan na świecie.,neutral
Nocna zgoda premier Kopacz na drogi prąd dla Polaków:,ambiguous
Dziś 70. rocznica urodzin Pana Prezesa Jarosława Kaczyńskiego oraz jego tragicznie zmarłego brata śp Lecha Kaczyńskiego. Pomódlmy się w intencji śp. Lecha Kaczyńskiego. Panu Prezesowi Jarosławowi Kaczyńskiemu życzmy dużo zdrowia i siły do walki o Polskę🇵🇱,positive
i w terenie. Znajdź różnicę:),ambiguous
Na #Komisji #Samorządu pracowaliśmy nad projektem nowelizacji ustawy o samorządzie gminnym. Proszę o ewentualne uwagi i oczekiwania.,neutral
Po raz pierwszy w historii szefa KE wybrano bez jednomyślności Symboliczne odejście od tej zasady. Jedno państwo nie będzie blokowało decyzj,neutral
"Dalej w wywiadzie Pani Zofia Gołubiew była dyrektor i Fundacji Czartoryskich mówi: „Myślę, że jestem jedną z nielicznych osób, które wiedzą, co naprawdę groziło kolekcji, będącej w naszej dyspozycji jedynie teoretycznie”.",neutral
Odsyłam do #WOT na pewno przetestuje solidnie. To jestem pewny.,positive
"Barbarzyńcy bez zasad zakłócają wystąpienie na 100-lecie zaślubin Polski z Bałtyk.A ich barbarzyńskie „elyty” cieszą się, że było słychać.Radość z wycia garstki kodomitów przeogromna u . Ale że u senatora ? Miałam Pana za kulturalnego...",negative
"Widząc jak duży opór społeczny budzi lokalizacja schroniska przy ul. Chopina podjąłem decyzję, że ta lokalizacja nie będzie brana pod uwagę.",positive
"Niedziela Palmowa w Sierpcu - już po raz dziewiętnasty w sierpeckim skansenie odbyło się to niezwykłe wydarzenie. Można było wziąć udział w uroczystej mszy świętej, zagłosować na najpiękniejszą palmę oraz poznać zwyczaje związane ze świętami",positive
Dziś obchodzimy 78. rocznicę powstania Armii Krajowej - największej podziemnej armii w okupowanej Europie. Cześć i chwała Bohaterom! 🇵🇱,positive
"Prezydent Duda przwmaqia na wiecu pod ECS, gdzie odbywa się senacka Komisja Kultury o Tablicach z 21 postulatami, które władze z #PiS chcą przejąć.",ambiguous
Bardzo ważna deklaracja Prezesa !,ambiguous
"Jak donosi do zatrzymania Sławomira N. użyto systemu Pegasus. Jeżeli jest to prawda, to ciekawe czy ten system posłuży także do zatrzymań osób powiązanych z aferą maseczkową, gdzie kwota przekrętu opiewa na o wiele lepszą sumę 😉",negative
"Miły list od . Gdy przed rokiem rozmawialiśmy o polsko-gruzińskiej współpracy, nie przypuszczaliśmy, że będzie miała ona takie oblicze. Gruzińscy goście, których przyjęliśmy w Świdnicy ponad trzydziestu, bezpiecznie dotarli już do ojczyzny.",positive
"wiesz szczęśliwie TVP odchodzi od standardów TVNu. Widzę, że zostaniemy przy swoich racjach:)",positive
"Kochani, już jutro zapraszam do oglądania , a w nim wywiad ze mną. #wywiad #PawełAdamowicz #gdańsk #ParlamentEuropejski #rozmowa",positive
"W powiecie brzeskim pojawia się coraz więcej banerów :) Dziękuję wszystkim zaangażowanym w akcję #AndrzejDuda2020! ""Przyszłość ma na imię Polska!"" 🇵🇱 :) #AndrzejDuda #Duda2020 #PiS #PrawoiSprawiedliwość #Wybory2020 #Brzesko",positive
#dzienkobiet #plocczanki #woman #kobietyplock #iloveplock,positive
Zawsze warto próbować.,positive
Dziękuję. Ja po niedzieli dalej będę pracował na rzecz,positive
W marcu br. w parlamencie Austrii powstanie grupa przyjaźni z Polską :) Na zdjęciu z JE Ambasadorem Wernerem Almhoferem,positive
"Zgadzam się 😐 przykre, że partyjne interesy przeważają nad strategicznymi dla Polski...",negative
Świetne wystąpienie Pana Prezydenta Komorowskiego Ustawa Invitro podpisana!!!,positive
Wezwanie do zakazu wydobycia g.lupkowego odrzucilismy,neutral
"🎬🎥Zapraszam do zobaczenia materiału podsumowującego przekazanie grantów sołeckich. 👍Cieszę się, że mogłem poznać tak wiele kreatywnych pomysłów, a co najważniejsze spotkać się z Państwem. 👏 ⬇️⬇️⬇️⬇️⬇️",positive
Za chwilę wszystko będzie jasne #U21EURO,neutral
czy podpis Prezydenta pod #NielegalnyBudzet czyni go ustawą? Co ma badać TK?,neutral
"Zapraszamy na warsztaty Food Fusion. 14.05.2015r., godz. 16.00 -20.00 miejsce; Dobra Karma, św. Jacka 1, Katowice. 1/2",positive
"Pamiętamy o tych, dzięki którym żyjemy w wolnej Polsce 🇵🇱🇵🇱🇵🇱",positive
Przypadek? Nie sądzę,ambiguous
Śpieszmy się kochać ludzi tak szybko odchodzą (...) kochamy wciąż za mało i stale za późno ... - ks. Jan Twardowski,positive
40-lat Hufca ZHP Jastrzębie-Zdróju- dziś Zbiórka Jubileuszowa.Na nich zawsze można liczyć. Gratulacje.Brawo.Czuwaj !,positive
Polecam dzisiejszą dobranockę #GdzieJestTygrys 😉,positive
I oto chodzi! #POrozmawiajmy,positive
